image_id,true_label,pred_label,confidence
1247,9,0,0.721914
1248,8,8,1.76212
1249,8,8,4.17854
1250,6,6,1.37489
1251,2,2,1.87788
1252,5,8,1.27006
1253,4,4,1.85708
1254,1,1,1.38037
1255,9,9,3.14688
1256,2,2,1.16418
1257,1,1,0.843876
1258,5,5,2.02814
1259,8,8,3.47441
1260,7,8,0.768957
1261,0,0,2.59278
1262,2,2,1.89506
1263,4,4,1.26164
1264,4,4,2.04607
1265,3,3,3.1327
1266,6,6,2.74612
1267,8,8,3.4856
1268,8,8,3.93254
1269,2,2,1.26145
1270,4,4,1.7242
1271,0,0,2.85106
1272,5,8,1.40671
1273,0,0,2.26337
1274,4,4,1.06788
1275,4,4,2.43999
1276,7,7,3.26177
1277,9,9,2.51972
1278,3,3,4.15545
1279,4,4,1.05762
1280,1,1,1.4875
1281,5,5,1.21745
1282,9,9,2.41297
1283,7,7,1.18545
1284,3,3,4.05866
1285,5,5,2.27404
1286,8,8,2.52785
1287,8,8,2.37164
1288,0,0,1.95802
1289,5,9,1.23709
1290,3,3,1.23397
1291,3,3,2.70249
1292,6,6,2.66052
1293,6,6,3.45748
1294,0,0,2.74325
1295,1,1,1.15952
1296,6,6,2.13597
1297,0,0,2.88701
1298,3,3,2.21609
1299,5,3,0.783331
1300,4,4,2.35897
1301,4,4,2.02443
1302,1,8,1.06069
1303,2,2,2.46664
1304,9,9,3.31227
1305,1,1,0.9699
1306,4,4,3.0107
1307,6,6,3.79657
1308,9,9,3.15616
1309,9,9,3.7059
1310,3,3,2.49818
1311,9,9,2.96394
1312,8,8,2.57504
1313,4,4,2.56213
1314,4,4,3.24159
1315,3,3,2.4561
1316,1,1,1.42089
1317,3,3,3.81527
1318,1,1,1.15555
1319,8,0,1.01141
1320,8,8,1.91278
1321,7,7,2.02205
1322,9,9,2.68074
1323,4,4,3.61015
1324,8,8,2.8628
1325,8,8,2.4763
1326,7,8,1.11483
1327,9,9,2.45835
1328,7,8,1.49596
1329,1,1,1.50524
1330,4,4,2.02655
1331,5,5,1.94711
1332,6,6,4.4457
1333,0,0,4.02324
1334,5,9,1.18591
1335,2,2,1.93326
1336,2,2,1.99026
1337,2,6,1.77532
1338,1,1,1.07905
1339,5,3,1.18955
1340,5,5,3.02452
1341,2,2,2.67336
1342,4,4,3.90762
1343,9,9,2.92064
1344,6,6,2.10878
1345,2,2,1.92599
1346,7,7,2.06725
1347,7,7,2.22034
1348,2,2,2.683
1349,2,8,1.40469
1350,1,1,1.50569
1351,1,8,0.881545
1352,2,2,2.33103
1353,8,8,3.42731
1354,3,3,2.17992
1355,7,9,0.815802
1356,2,8,1.02975
1357,4,4,2.09909
1358,1,1,1.26729
1359,7,7,2.38191
1360,1,1,1.11335
1361,7,7,2.10382
1362,6,6,2.4878
1363,7,7,1.70197
1364,8,8,2.31674
1365,2,2,2.52182
1366,7,7,1.90584
1367,3,3,3.4448
1368,1,1,1.04552
1369,7,7,3.08874
1370,5,5,2.59536
1371,8,8,3.86805
1372,2,2,2.35536
1373,6,6,3.75915
1374,2,2,1.62608
1375,2,2,2.04285
1376,5,5,3.58699
1377,6,6,2.42312
1378,5,6,1.45634
1379,0,0,3.82258
1380,9,9,2.89524
1381,2,2,3.6402
1382,4,4,3.78953
1383,3,3,1.82751
1384,3,3,2.76386
1385,9,9,2.29548
1386,7,7,2.51391
1387,6,6,3.72652
1388,6,6,3.58617
1389,8,8,4.14087
1390,0,0,3.60304
1391,4,4,2.19678
1392,1,1,1.20467
1393,5,3,1.59695
1394,8,8,1.99615
1395,2,8,2.29216
1396,9,9,3.52822
1397,1,1,0.921038
1398,8,8,2.74333
1399,0,0,3.04402
1400,6,6,3.26014
1401,7,7,1.76975
1402,2,2,1.9671
1403,1,8,0.880177
1404,0,0,2.43686
1405,5,5,2.28338
1406,5,8,1.85348
1407,2,2,3.42277
1408,0,0,1.85626
1409,2,2,1.73156
1410,2,2,0.605677
1411,0,0,1.73143
1412,2,2,1.09511
1413,4,4,2.08122
1414,9,9,0.58908
1415,8,8,1.94607
1416,0,0,3.37183
1417,9,9,2.78061
1418,9,9,3.53585
1419,4,4,3.2067
1420,6,6,3.23607
1421,5,5,1.60895
1422,4,4,2.86055
1423,9,9,2.70332
1424,1,1,1.29485
1425,8,8,2.016
1426,3,3,3.5065
1427,4,4,1.88444
1428,9,9,3.30676
1429,9,9,1.87441
1430,1,1,1.42556
1431,2,2,2.36381
1432,2,2,2.72156
1433,8,8,2.3548
1434,1,1,1.49386
1435,9,9,2.08844
1436,6,6,2.38459
1437,4,8,1.31352
1438,0,0,1.92775
1439,9,9,2.38181
1440,4,8,0.565285
1441,8,8,2.32007
1442,3,3,3.20871
1443,8,8,3.60414
1444,6,6,2.01843
1445,0,0,2.7191
1446,2,2,2.16749
1447,5,6,0.967731
1448,1,1,1.37585
1449,9,9,2.97286
1450,6,6,2.81987
1451,2,2,1.87326
1452,9,9,3.85394
1453,4,9,1.77801
1454,0,0,2.02758
1455,9,9,2.63756
1456,6,6,3.83124
1457,0,0,4.34215
1458,6,6,2.44568
1459,2,2,1.95286
1460,5,5,2.32916
1461,4,4,2.27752
1462,2,2,0.915791
1463,3,3,3.21851
1464,8,8,2.00253
1465,4,4,0.703757
1466,5,3,1.5585
1467,5,9,1.02751
1468,0,0,1.57504
1469,3,3,1.68609
1470,8,8,3.4548
1471,5,5,2.46011
1472,3,3,2.18323
1473,5,5,2.17197
1474,8,8,3.00389
1475,6,6,2.1091
1476,5,5,1.66201
1477,7,7,2.04497
1478,6,6,2.42012
1479,3,3,4.15169
1480,3,3,2.67928
1481,9,9,2.55137
1482,6,6,2.51458
1483,1,1,1.00568
1484,1,1,1.39006
1485,2,2,2.67144
1486,9,9,3.18914
1487,0,0,2.96562
1488,4,4,2.86949
1489,3,3,3.32439
1490,3,3,2.77138
1491,6,6,3.88376
1492,9,9,2.14063
1493,5,5,2.83784
1494,7,7,1.89299
1495,3,3,2.25556
1496,7,7,1.52664
1497,7,7,2.89992
1498,7,7,2.55087
1499,8,8,2.63268
1500,7,9,0.608605
1501,9,9,2.83034
1502,8,8,2.96021
1503,3,3,2.39106
1504,0,0,2.29818
1505,7,9,1.45573
1506,2,2,2.86405
1507,7,9,1.57396
1508,9,9,2.04529
1509,4,4,2.63799
1510,5,5,1.36024
1511,4,4,2.04402
1512,9,9,3.3219
1513,3,3,2.51616
1514,2,8,2.36399
1515,1,1,1.42783
1516,4,4,1.95024
1517,0,0,3.3599
1518,2,2,1.26562
1519,3,3,3.6044
1520,7,7,1.21915
1521,5,5,2.95348
1522,7,9,1.34064
1523,8,8,1.90422
1524,8,8,3.61566
1525,5,5,0.545537
1526,0,0,4.3568
1527,1,6,0.222341
1528,1,1,1.54983
1529,4,4,3.12278
1530,8,8,1.63982
1531,3,3,2.54436
1532,9,9,2.84734
1533,0,0,1.76987
1534,0,0,2.49206
1535,0,0,3.44071
1536,6,6,2.78427
1537,6,6,3.47912
1538,2,8,1.47941
1539,3,3,2.56944
1540,7,7,1.67122
1541,8,8,3.1456
1542,4,4,3.244
1543,7,7,2.2815
1544,7,7,2.73195
1545,9,9,2.70181
1546,2,2,2.26678
1547,4,4,1.33785
1548,1,1,0.879772
1549,4,4,1.12938
1550,5,5,2.32545
1551,2,8,1.09029
1552,4,4,2.47525
1553,9,8,1.30592
1554,9,9,1.36846
1555,1,1,1.23041
1556,8,8,3.2827
1557,4,4,2.16446
1558,0,0,3.03186
1559,9,9,1.58845
1560,8,8,3.67672
1561,4,4,2.80237
1562,8,8,2.43415
1563,7,7,2.13235
1564,7,7,2.01393
1565,0,0,3.05272
1566,7,9,1.55438
1567,8,8,3.93223
1568,8,8,2.79546
1569,6,6,1.21507
1570,0,0,1.137
1571,4,4,1.91897
1572,8,8,3.45533
1573,8,8,2.65324
1574,2,2,3.46514
1575,4,4,2.80618
1576,7,7,1.70574
1577,6,6,4.1193
1578,6,6,3.75158
1579,6,6,3.11635
1580,4,4,1.67341
1581,7,9,1.314
1582,1,1,0.992758
1583,8,8,2.12377
1584,8,8,1.98933
1585,2,2,3.26764
1586,3,3,2.77969
1587,6,6,1.89002
1588,3,3,3.31095
1589,0,0,3.63749
1590,0,0,3.14648
1591,3,3,2.62688
1592,7,7,2.29845
1593,6,6,2.24627
1594,9,9,3.24012
1595,7,9,1.7001
1596,9,9,2.44301
1597,9,9,2.28578
1598,5,5,3.59683
1599,4,4,2.84963
1600,3,3,3.46543
1601,3,3,2.66203
1602,6,6,3.25226
1603,1,1,1.33581
1604,2,2,2.5919
1605,3,3,2.94059
1606,7,7,3.33089
1607,3,3,1.14474
1608,3,3,3.03507
1609,2,2,0.93675
1610,0,0,3.0163
1611,3,8,0.921433
1612,3,3,3.78737
1613,8,8,3.27303
1614,4,4,1.47598
1615,3,3,2.95005
1616,6,6,3.09535
1617,3,3,2.01635
1618,5,5,1.66804
1619,0,0,2.50852
1620,2,2,1.94647
1621,0,6,2.32254
1622,9,9,3.17757
1623,0,0,3.58134
1624,7,7,2.72358
1625,4,4,3.10228
1626,6,6,1.79656
1627,9,9,2.95697
1628,3,3,2.45142
1629,5,5,3.75764
1630,1,1,1.29196
1631,9,9,3.40862
1632,6,6,3.58662
1633,1,1,1.53661
1634,4,9,0.933992
1635,5,5,1.46639
1636,4,4,2.08773
1637,5,3,1.06744
1638,0,0,2.95715
1639,5,5,2.20467
1640,9,9,2.566
1641,5,6,0.925515
1642,2,8,1.13965
1643,1,1,1.20202
1644,2,8,1.767
1645,9,9,3.25976
1646,1,1,1.31452
1647,9,9,2.78519
1648,9,9,2.45051
1649,4,4,2.82246
1650,0,0,3.20975
1651,8,8,3.55648
1652,4,4,2.35819
1653,5,5,2.29312
1654,2,2,1.90398
1655,9,9,2.94604
1656,2,2,2.51768
1657,1,1,1.32916
1658,2,2,1.84985
1659,1,1,1.19417
1660,7,7,1.31866
1661,3,3,2.31069
1662,6,6,4.1988
1663,8,8,3.39435
1664,8,8,2.18548
1665,4,4,2.6926
1666,9,9,3.25517
1667,1,1,1.24973
1668,9,9,3.24237
1669,8,8,3.47262
1670,5,8,2.18199
1671,7,7,2.10687
1672,5,5,2.73999
1673,1,1,1.17218
1674,1,1,1.27967
1675,8,8,3.30073
1676,6,6,2.63221
1677,5,5,2.81117
1678,2,0,1.08324
1679,4,4,3.53446
1680,4,4,1.55789
1681,3,3,2.06186
1682,2,2,1.48755
1683,3,3,4.34327
1684,5,5,1.48175
1685,6,6,3.7111
1686,8,8,1.77766
1687,8,8,2.77166
1688,6,6,2.3137
1689,2,8,1.03637
1690,3,3,2.38789
1691,1,8,1.53294
1692,0,0,3.71956
1693,5,5,2.63058
1694,8,8,2.20182
1695,9,9,2.77095
1696,2,2,1.13452
1697,9,9,3.05142
1698,6,6,3.48843
1699,7,7,3.19636
1700,0,0,3.39527
1701,4,9,1.28456
1702,8,8,2.31706
1703,7,9,1.19519
1704,1,1,1.27246
1705,7,7,1.66967
1706,4,4,2.26149
1707,1,1,0.908835
1708,0,0,3.39465
1709,9,8,0.904819
1710,7,7,2.26188
1711,2,2,2.04659
1712,0,0,3.00909
1713,0,0,3.11171
1714,9,9,3.28088
1715,1,1,1.2738
1716,7,8,0.925615
1717,8,8,1.31483
1718,7,7,1.03242
1719,8,8,3.8008
1720,4,4,2.4572
1721,7,9,1.51671
1722,2,7,1.13984
1723,0,0,3.38098
1724,4,4,2.29893
1725,6,6,1.98682
1726,0,0,3.04331
1727,3,3,3.56454
1728,1,1,1.54179
1729,1,8,0.839022
1730,3,3,1.72147
1731,3,3,3.38948
1732,9,9,2.8358
1733,6,6,3.4431
1734,7,7,2.47697
1735,4,4,2.1564
1736,1,1,1.36398
1737,5,8,0.00983122
1738,3,3,3.13737
1739,0,0,2.95062
1740,8,8,2.71708
1741,7,7,1.48282
1742,3,3,3.16694
1743,9,9,3.01677
1744,6,6,3.4065
1745,9,9,3.24658
1746,3,3,2.04668
1747,5,5,1.05439
1748,0,0,0.951303
1749,2,2,3.42858
1750,7,7,1.56664
1751,4,4,1.67307
1752,5,5,2.07285
1753,1,1,1.57864
1754,7,2,0.345994
1755,5,5,1.19166
1756,8,8,3.46627
1757,0,0,2.27278
1758,8,8,3.48823
1759,8,8,2.35592
1760,1,1,1.1369
1761,5,5,1.4984
1762,0,0,2.45161
1763,3,3,2.24072
1764,0,0,3.40921
1765,3,3,3.15392
1766,1,1,0.95922
1767,4,4,1.73228
1768,0,0,2.67953
1769,3,3,1.41404
1770,7,7,1.92114
1771,2,2,2.23293
1772,7,7,0.736576
1773,1,6,1.1764
1774,8,8,2.79457
1775,0,0,2.0049
1776,7,7,1.4716
1777,0,0,2.96524
1778,4,4,2.21666
1779,3,3,2.944
1780,1,1,1.41529
1781,9,9,2.37152
1782,8,8,3.1551
1783,7,7,2.5174
1784,7,7,2.32625
1785,1,8,1.33618
1786,4,4,1.3333
1787,9,9,3.34025
1788,9,9,3.01959
1789,3,3,1.26167
1790,2,7,0.936922
1791,1,1,1.44665
1792,7,7,2.78127
1793,9,9,3.1552
1794,0,0,1.424
1795,2,2,2.87524
1796,0,0,2.86017
1797,3,3,2.30449
1798,3,3,2.79194
1799,7,7,2.77726
1800,6,6,1.13143
1801,9,9,2.6225
1802,2,2,1.92013
1803,3,3,3.47133
1804,3,3,4.30685
1805,7,7,2.77142
1806,7,7,1.73668
1807,0,0,3.08616
1808,0,0,1.63396
1809,7,9,1.68555
1810,5,5,1.44983
1811,2,2,1.56179
1812,9,9,2.60113
1813,8,8,2.28031
1814,7,8,1.36913
1815,4,4,2.96357
1816,4,4,2.27122
1817,2,2,2.49148
1818,6,6,2.67507
1819,6,6,1.75293
1820,1,1,1.4416
1821,9,9,3.2094
1822,6,6,2.35227
1823,8,8,1.9119
1824,2,2,2.91714
1825,9,9,3.01389
1826,0,0,2.73012
1827,8,8,3.56956
1828,3,3,1.06904
1829,1,1,1.04186
1830,1,1,1.36356
1831,6,6,3.31775
1832,3,3,2.23305
1833,5,5,1.36017
1834,1,1,1.61197
1835,1,1,1.18039
1836,1,1,1.30731
1837,3,3,2.3149
1838,1,1,1.28836
1839,2,8,2.0789
1840,3,3,3.54878
1841,0,0,3.22152
1842,2,8,1.94044
1843,0,0,1.94577
1844,1,1,1.33072
1845,3,3,3.89872
1846,5,5,1.68753
1847,5,8,1.90605
1848,7,7,2.10999
1849,4,4,1.27548
1850,8,8,2.21529
1851,9,9,2.99183
1852,6,6,2.63084
1853,9,9,2.58126
1854,6,6,4.2638
1855,8,8,2.46027
1856,3,3,3.06056
1857,6,6,2.93353
1858,6,6,3.71325
1859,8,8,4.20014
1860,5,5,1.64332
1861,1,8,1.2537
1862,4,4,2.2443
1863,2,2,2.58303
1864,4,4,2.79222
1865,4,4,0.676489
1866,5,8,1.65852
1867,1,1,1.47586
1868,1,8,0.792784
1869,9,9,3.61802
1870,0,0,3.29237
1871,2,2,1.49868
1872,4,4,2.97922
1873,9,9,3.29447
1874,5,5,0.642946
1875,7,7,3.32155
1876,1,1,1.71246
1877,8,8,3.15734
1878,8,8,1.44242
1879,5,5,1.63385
1880,6,6,3.25983
1881,9,9,3.15729
1882,8,8,3.69523
1883,7,7,1.87181
1884,1,1,0.930403
1885,1,8,0.84986
1886,6,6,2.72984
1887,7,7,2.24972
1888,6,6,2.0138
1889,3,3,2.81461
1890,2,2,3.92424
1891,2,2,3.02647
1892,0,0,4.1077
1893,8,8,3.37791
1894,9,9,2.14863
1895,2,2,3.37342
1896,5,5,2.34571
1897,1,1,1.5218
1898,0,0,2.88855
1899,8,8,2.24246
1900,1,8,0.64482
1901,9,8,1.37166
1902,5,5,1.48841
1903,7,2,0.987848
1904,9,9,3.02851
1905,6,6,3.62457
1906,9,9,2.7959
1907,0,0,2.19605
1908,6,6,1.59715
1909,1,8,1.15798
1910,5,9,1.91235
1911,5,6,1.67604
1912,8,8,3.42596
1913,3,8,0.981412
1914,8,8,4.0835
1915,2,2,2.47772
1916,6,6,3.02147
1917,5,5,2.14678
1918,0,0,1.84753
1919,7,7,2.74883
1920,4,4,1.24206
1921,6,6,3.68539
1922,1,1,1.18319
1923,3,3,4.1583
1924,4,4,1.63644
1925,7,7,2.23299
1926,3,3,2.77084
1927,2,2,2.08499
1928,3,3,3.65473
1929,4,4,2.38885
1930,2,2,2.49471
1931,5,5,1.24302
1932,2,2,3.32636
1933,7,7,1.60395
1934,1,1,1.38266
1935,7,7,2.21712
1936,2,2,3.10092
1937,6,6,2.74282
1938,4,4,1.27669
1939,1,1,1.53881
1940,5,5,2.12838
1941,7,8,0.944461
1942,8,8,2.61655
1943,6,6,2.66083
1944,0,0,2.6652
1945,1,8,0.670389
1946,8,8,3.72602
1947,2,2,2.82926
1948,5,8,1.00877
1949,7,7,1.51402
1950,7,7,2.59723
1951,6,6,2.58292
1952,9,9,1.68492
1953,3,3,2.95455
1954,5,8,1.59358
1955,8,8,2.04653
1956,4,4,1.64981
1957,2,2,1.91551
1958,4,4,3.33096
1959,0,0,2.11748
1960,8,8,3.35928
1961,8,8,2.82591
1962,3,3,4.531
1963,4,9,1.37343
1964,9,9,3.04166
1965,2,2,1.29296
1966,7,7,3.23884
1967,5,5,2.85242
1968,8,8,2.13211
1969,6,6,1.77742
1970,5,5,2.28186
1971,6,6,4.54516
1972,0,0,3.33441
1973,8,8,2.75351
1974,6,6,3.6834
1975,7,7,2.05489
1976,3,3,2.18747
1977,6,6,3.57164
1978,4,4,2.20992
1979,9,9,2.94119
1980,4,4,2.69398
1981,6,6,1.64326
1982,6,6,2.06615
1983,3,3,3.03009
1984,2,2,1.66579
1985,4,4,2.13566
1986,1,1,1.22006
1987,0,0,2.46693
1988,1,8,0.832829
1989,4,9,0.718277
1990,6,6,2.53358
1991,2,2,2.91494
1992,9,9,2.28016
1993,1,8,1.07431
1994,1,1,1.01366
1995,0,0,3.60183
1996,6,6,2.52805
1997,3,3,3.13974
1998,9,9,2.7527
1999,5,5,1.55454
2000,6,6,2.05231
2001,5,8,1.68152
2002,6,6,2.10908
2003,5,5,1.30491
2004,8,8,2.94932
2005,4,4,1.92205
2006,6,6,2.9795
2007,4,4,3.76359
2008,3,3,3.11848
2009,9,9,2.06894
2010,1,8,1.06265
2011,3,3,3.09284
2012,4,4,3.17528
2013,1,1,0.998461
2014,9,9,2.81632
2015,1,1,1.28599
2016,7,8,1.74463
2017,1,1,1.30993
2018,1,8,1.23899
2019,9,9,3.46847
2020,3,3,3.09135
2021,5,5,2.75264
2022,4,4,2.39185
2023,0,0,1.53326
2024,7,7,1.5333
2025,3,3,1.30806
2026,6,6,3.47308
2027,1,8,0.748814
2028,7,8,1.53164
2029,5,8,1.00111
2030,5,5,2.36959
2031,3,3,3.89877
2032,3,3,3.77405
2033,0,0,2.82457
2034,1,1,1.29243
2035,5,3,1.12894
2036,7,7,2.96125
2037,5,8,1.46353
2038,8,8,2.65797
2039,6,6,2.10758
2040,5,6,1.12169
2041,1,1,1.28424
2042,0,0,3.37691
2043,4,8,1.83273
2044,2,2,2.02276
2045,3,3,4.09364
2046,4,4,2.71193
2047,6,6,3.41074
2048,7,7,2.77447
2049,9,9,2.06013
2050,8,8,3.28281
2051,1,1,0.98094
2052,8,8,2.20205
2053,4,9,2.02649
2054,9,9,2.98944
2055,2,2,1.52498
2056,8,8,3.21829
2057,6,6,2.16227
2058,2,2,2.273
2059,7,9,1.15626
2060,0,0,3.39214
2061,0,0,2.32638
2062,6,6,4.28836
2063,7,7,0.543435
2064,5,5,1.58049
2065,8,8,2.88368
2066,6,6,3.03322
2067,0,0,2.31805
2068,9,9,2.60051
2069,3,3,3.52459
2070,7,7,1.53374
2071,1,8,0.935293
2072,3,3,3.47148
2073,5,5,0.704239
2074,4,4,1.66897
2075,3,3,2.22568
2076,3,3,3.41125
2077,5,5,2.31827
2078,5,5,3.19352
2079,6,6,2.80717
2080,3,3,4.33931
2081,0,0,2.66363
2082,2,2,1.96253
2083,3,3,3.02547
2084,4,4,2.22229
2085,2,2,2.26488
2086,3,3,3.357
2087,0,0,2.94359
2088,9,9,3.23039
2089,9,9,3.40038
2090,4,4,0.69089
2091,7,7,3.33471
2092,2,2,2.77227
2093,8,8,2.01801
2094,4,4,2.42494
2095,7,7,2.24088
2096,0,0,3.37731
2097,6,6,3.02494
2098,2,0,1.60642
2099,8,8,2.16604
2100,5,5,1.95538
2101,2,2,2.70404
2102,8,8,3.74828
2103,5,5,2.87506
2104,7,7,2.09117
2105,3,3,2.35469
2106,0,0,2.49978
2107,8,8,2.0372
2108,2,2,3.23975
2109,3,8,0.94458
2110,2,2,2.11309
2111,8,8,3.76612
2112,2,2,1.92756
2113,5,5,1.7721
2114,5,5,2.87304
2115,7,7,2.46974
2116,6,6,3.23697
2117,4,4,3.25638
2118,6,0,1.63336
2119,8,8,3.66376
2120,4,4,2.82506
2121,8,8,2.53256
2122,2,2,2.24802
2123,7,9,1.74201
2124,4,4,3.35647
2125,5,9,1.62574
2126,2,2,1.92734
2127,0,0,3.34431
2128,3,3,3.56588
2129,9,8,1.40702
2130,4,9,2.63532
2131,6,6,2.34634
2132,7,7,1.83501
2133,2,2,2.05008
2134,5,5,1.4975
2135,6,8,0.798704
2136,1,8,1.10339
2137,1,1,1.37351
2138,2,8,1.93284
2139,3,3,3.47582
2140,6,6,3.68188
2141,7,7,2.56598
2142,8,8,3.11177
2143,7,9,1.50481
2144,6,6,3.49931
2145,4,4,2.60991
2146,8,8,3.16178
2147,9,9,2.64734
2148,4,9,2.08528
2149,8,8,3.25107
2150,6,6,2.84622
2151,3,3,2.54905
2152,8,8,3.38702
2153,3,3,2.42676
2154,1,1,1.21359
2155,0,0,2.62348
2156,6,6,3.16524
2157,2,2,1.64508
2158,2,2,1.71045
2159,5,5,2.7788
2160,6,6,3.21636
2161,9,9,2.90033
2162,5,8,1.26815
2163,8,8,3.71768
2164,1,1,1.45532
2165,4,4,3.21968
2166,1,8,1.06506
2167,7,7,2.4638
2168,8,8,2.4725
2169,4,4,2.86357
2170,6,6,3.86841
2171,1,1,1.09811
2172,8,8,3.35142
2173,4,4,2.90972
2174,3,3,1.79373
2175,1,1,0.694515
2176,2,2,1.67555
2177,8,8,3.02606
2178,0,0,3.72492
2179,8,8,3.41392
2180,5,5,1.59629
2181,9,9,3.07311
2182,1,3,1.44308
2183,4,4,1.99458
2184,2,2,2.17287
2185,0,0,1.77206
2186,2,2,0.443593
2187,7,7,3.06579
2188,0,0,3.07085
2189,9,8,1.58749
2190,0,0,2.45219
2191,2,2,3.08857
2192,5,5,1.49005
2193,7,7,2.12993
2194,6,6,3.39795
2195,7,7,1.43128
2196,9,9,3.51823
2197,4,4,1.20101
2198,2,2,1.59876
2199,6,6,3.13539
2200,2,2,1.41903
2201,4,4,2.47036
2202,4,4,1.80331
2203,8,8,3.01966
2204,0,0,2.45236
2205,4,4,2.22149
2206,4,4,2.41212
2207,5,5,3.13637
2208,8,8,2.54474
2209,0,0,2.49612
2210,6,6,2.70421
2211,8,8,3.6546
2212,9,9,2.45905
2213,8,8,4.65237
2214,5,5,1.84216
2215,6,6,2.98212
2216,9,9,3.03884
2217,0,0,3.65918
2218,4,4,2.20629
2219,8,8,3.18881
2220,7,7,3.42623
2221,1,8,0.641395
2222,3,3,1.83947
2223,4,4,2.35746
2224,5,8,0.959884
2225,8,8,2.05782
2226,0,0,2.66046
2227,9,9,2.29259
2228,1,1,0.486134
2229,3,3,3.80427
2230,3,3,3.59127
2231,6,6,3.18455
2232,9,9,2.88844
2233,8,8,3.35718
2234,7,7,1.83421
2235,1,1,1.10813
2236,0,0,2.71341
2237,5,5,1.82732
2238,7,7,2.24718
2239,1,1,1.27579
2240,7,7,3.53959
2241,5,5,2.09478
2242,2,8,1.59095
2243,7,7,1.8721
2244,9,9,3.11784
2245,1,1,0.786705
2246,8,8,2.77607
2247,5,5,2.56662
2248,2,2,2.98976
2249,4,4,3.78736
2250,9,9,3.74057
2251,4,4,3.14094
2252,7,7,1.97693
2253,2,2,2.3091
2254,2,2,1.37885
2255,3,3,1.86005
2256,4,4,4.18418
2257,9,9,2.68439
2258,1,1,0.356727
2259,9,9,2.8406
2260,2,2,2.07967
2261,1,1,1.33438
2262,7,9,1.31416
2263,9,9,3.94059
2264,4,4,2.59771
2265,4,4,2.85929
2266,1,6,-0.0466698
2267,6,6,3.00349
2268,7,7,2.09626
2269,2,2,1.62984
2270,7,7,1.66185
2271,8,8,2.88234
2272,8,8,1.37792
2273,1,1,0.753773
2274,9,9,3.58541
2275,7,7,1.7484
2276,1,8,1.23777
2277,1,1,0.51531
2278,7,7,2.71141
2279,5,3,1.50076
2280,3,8,0.906462
2281,3,3,3.11463
2282,5,5,1.60837
2283,1,1,1.474
2284,3,3,3.36242
2285,7,7,2.26901
2286,6,6,3.27901
2287,1,1,1.50424
2288,3,3,2.039
2289,8,8,3.21751
2290,7,7,1.72731
2291,5,3,0.618528
2292,9,9,1.95113
2293,9,0,0.183398
2294,0,0,2.19777
2295,0,0,3.43932
2296,2,2,1.38254
2297,8,8,2.96058
2298,8,8,2.26041
2299,2,8,2.443
2300,3,3,1.98675
2301,7,7,2.15715
2302,1,8,0.876523
2303,3,3,2.73032
2304,0,0,3.80376
2305,3,3,2.3464
2306,4,4,1.85564
2307,4,4,2.11331
2308,3,3,2.40077
2309,8,8,2.41432
2310,9,9,2.85192
2311,2,2,1.65207
2312,3,3,2.69965
2313,9,9,2.34486
2314,7,7,2.09323
2315,1,1,1.2919
2316,1,1,1.46922
2317,7,7,2.69442
2318,0,0,2.50516
2319,4,4,2.33513
2320,9,9,2.02467
2321,6,6,4.11541
2322,5,5,1.25614
2323,9,9,3.17098
2324,1,1,1.1444
2325,7,7,1.69184
2326,0,0,1.96325
2327,2,2,2.35407
2328,0,0,2.73579
2329,0,0,2.03578
2330,4,4,3.05492
2331,6,6,3.3304
2332,7,7,2.38112
2333,0,0,1.44107
2334,7,7,2.35694
2335,1,1,1.39452
2336,4,4,2.42293
2337,6,6,4.01563
2338,4,4,2.22378
2339,5,8,2.16011
2340,4,4,3.23713
2341,9,9,2.75596
2342,9,9,2.60901
2343,1,8,0.716281
2344,7,7,3.30819
2345,9,9,2.30005
2346,5,5,3.48552
2347,3,3,2.31757
2348,3,3,2.07669
2349,8,8,4.06555
2350,2,2,2.43493
2351,3,3,2.42018
2352,6,6,3.26845
2353,2,2,3.40993
2354,2,2,3.39132
2355,1,8,1.17173
2356,1,1,1.53356
2357,1,1,1.46239
2358,1,1,0.641768
2359,1,1,1.17262
2360,6,6,3.84521
2361,9,9,3.09328
2362,8,8,3.203
2363,4,4,2.41241
2364,3,3,2.85092
2365,7,7,2.06315
2366,1,1,1.21617
2367,6,6,3.08429
2368,4,4,2.77288
2369,5,8,1.09086
2370,0,0,2.83945
2371,4,4,2.00794
2372,7,9,1.99151
2373,4,4,2.71697
2374,2,2,1.6721
2375,4,4,3.25212
2376,0,0,3.08774
2377,7,7,2.0931
2378,0,0,1.89107
2379,1,1,1.63854
2380,9,9,1.6155
2381,8,8,2.7792
2382,8,8,3.16352
2383,6,6,3.13716
2384,0,0,2.15896
2385,0,0,3.13637
2386,4,4,2.06714
2387,9,9,1.29109
2388,6,6,2.54737
2389,8,8,3.72799
2390,2,2,2.52956
2391,2,2,1.43642
2392,3,3,1.96068
2393,8,8,2.82504
2394,4,4,1.37516
2395,8,8,1.80692
2396,2,2,1.63784
2397,2,8,2.83706
2398,1,8,1.4057
2399,7,7,2.41293
2400,5,8,0.743843
2401,4,4,3.28083
2402,4,4,2.79822
2403,0,0,2.48307
2404,4,4,1.13501
2405,3,3,2.45132
2406,9,8,1.13126
2407,7,7,3.74159
2408,3,3,2.34639
2409,1,1,0.697144
2410,0,0,3.25414
2411,1,1,1.56798
2412,2,2,1.65434
